,FIGHTER,DOB,HEIGHT,REACH,STANCE,FIGHTER_ID
2687,Jonathan Rivera,1990-12-22,175.26,182.88,,145df84ea4dfd904
2688,Jimmie Rivera,1989-06-29,162.56,172.72,ORT,9c907996820d2d69
2689,Irwin Rivera,1989-02-14,167.64,170.18,SOU,06a80a685ea98573
2690,Jerome Rivera,1995-04-22,177.8,182.88,SOU,c9587d81e1d33925
2691,Nicdali Rivera-Calanoc,1985-06-12,160.02,160.02,,60917f79b7271d83
2692,Pedro Rizzo,1974-05-03,185.42,185.42,ORT,b44f39a5c6596953
2693,Justin Robbins,1980-07-29,165.1,165.1,,3b2485c8d5c8b580
2694,Kali Robbins,1984-07-05,160.02,160.02,ORT,610caee730f9b89e
2695,Karl Roberson,1990-10-04,185.42,187.96,SOU,37d5b176d438d2a5
2696,Andre Roberts,1965-02-24,187.96,187.96,ORT,a54a35a670d8e852
2697,David Roberts,1975-11-15,185.42,185.42,ORT,775bad6d700d2302
2698,Joey Roberts,1977-11-11,187.96,187.96,,c058823a2595ab09
2699,Tyrone Roberts,1972-07-14,175.26,175.26,ORT,d1e6a6536ee62517
2700,Ryan Roberts,1978-07-16,167.64,165.1,ORT,35dc6220b113b7ec
2701,Taylor Roberts,,180.34,180.34,,c5ec23983dc2d8f4
2702,Daniel Roberts,1980-08-05,177.8,187.96,SOU,22edaf53ad59a967
2703,Buddy Roberts,1982-10-17,187.96,193.04,ORT,b2a2da86546ddb19
2704,Danny Roberts,1987-07-14,185.42,187.96,SOU,a6cba6bb66c1a8c9
2705,Roosevelt Roberts,1994-02-11,187.96,185.42,ORT,37c5366d18ed6c05
2706,Kenny Robertson,1984-02-14,177.8,187.96,ORT,6e0273f9478be71e
2707,Gillian Robertson,1995-05-17,165.1,160.02,ORT,38c7f72747f4f712
2708,Chad Robichaux,1975-08-18,162.56,170.18,,b2aa1e07b5b3306e
2709,Mark Robinson,1969-12-31,182.88,182.88,ORT,4604ab1de9058474
2710,Colin Robinson,1968-11-27,193.04,193.04,ORT,1a1a4d7a29041d77
2711,Alvin Robinson,1982-07-16,175.26,172.72,SOU,cbe79765d44bd172
2712,Damonte Robinson,1995-06-10,182.88,195.58,,2782235b078b72a7
2713,Vagner Rocha,1982-06-06,177.8,185.42,ORT,d403b1a6f278c95e
2714,Carlos Eduardo Rocha,1981-07-12,177.8,185.42,ORT,4f736494fc733095
2715,Keith Rockel,1965-08-28,182.88,182.88,ORT,c75b99887c8c3f5a
2716,Luke Rockhold,1984-10-17,190.5,195.58,SOU,00e11b5c8b7bfeeb
2717,Kevin Roddy,,180.34,185.42,,1abf785143f8d5ec
2718,Bruno Rodrigues,1991-06-28,167.64,167.64,,6c011be66326ad97
2719,Gregory Rodrigues,1992-02-17,190.5,190.5,ORT,d1c65d2cf2925ddd
2720,Paul Rodriguez,1975-05-18,170.18,170.18,ORT,26eddcda9d6b2ffe
2721,Ricco Rodriguez,1977-08-19,193.04,193.04,ORT,50cc91ce2982785d
2722,Manuel Rodriguez,1985-04-25,175.26,172.72,ORT,5a6e4d2f0c76a242
2723,Yair Rodriguez,1992-10-06,180.34,180.34,ORT,cbf5e6f231b55443
2724,Mike Rodriguez,1988-11-28,193.04,208.28,SOU,18b602842a24f7c5
2725,Marina Rodriguez,1987-04-29,167.64,165.1,ORT,cd2c4d30c6e13b47
2726,Daniel Rodriguez,1986-12-31,185.42,187.96,SOU,8a1f3b5c526cd6e6
2727,Ray Rodriguez,1987-12-10,170.18,180.34,ORT,90e0985df05e51bc
2728,Luis Rodriguez,1999-05-07,167.64,165.1,ORT,f2900678e98f6d6a
2729,Drako Rodriguez,1996-06-16,172.72,175.26,ORT,dc3b9cf7641b7ab6
2730,Nick Roehrick,1987-07-06,187.96,190.5,ORT,7195e2a932686f82
2731,Marcos Rogerio de Lima,1985-06-25,185.42,190.5,ORT,ab943cd2c3c17825
2732,Brett Rogers,1981-02-17,195.58,205.74,ORT,9141bb39310773c7
2733,Brian Rogers,1984-02-15,180.34,185.42,,f304aff405c4a8fa
2734,Pete Rogers Jr.,1990-02-18,182.88,185.42,,36f3d235493d35ad
2735,Max Rohskopf,1994-09-27,185.42,180.34,ORT,59a27d2e6d0802ac
2736,Shane Roller,1979-07-14,177.8,182.88,ORT,75e0d3cc2262b732
2737,Jared Rollins,1977-01-26,175.26,175.26,ORT,c4b6099f0d25f75e
2738,Tim Roman,1985-06-08,185.42,187.96,,3b83fec860a45ca1
2739,Alexandr Romanov,1990-12-11,187.96,190.5,SOU,c0badf3243907e59
2740,Ricardo Romero,1978-04-15,182.88,193.04,ORT,744e098e065cfdbe
2741,Yoel Romero,1977-04-30,182.88,185.42,SOU,f77c68bb4be8516d
2742,Anthony Romero,1997-02-25,180.34,177.8,ORT,6f81399074fcdbba
2743,Mara Romero Borella,1986-06-03,167.64,175.26,ORT,82cbb809d5ee565c
2744,Jesse Ronson,1985-12-24,177.8,177.8,SOU,5580771f383e141f
2745,George Roop,1981-11-10,185.42,182.88,ORT,3c0437fbeda06962
2746,Joao Roque,1971-07-22,167.64,167.64,ORT,0f6528b461e47462
2747,Aaron Rosa,1983-05-28,193.04,195.58,ORT,11f8860028b68fcf
2748,Charles Rosa,1986-08-24,175.26,175.26,SWI,40093d1d2d78394e
2749,Karol Rosa,1994-12-30,165.1,170.18,ORT,351c4ec637380ad5
2750,Jacob Rosales,1995-07-28,180.34,179.07,ORT,f7faf5b19e0dec2e
2751,Hilarie Rose,1992-11-11,160.02,160.02,ORT,b9163ec845c3bfc8
2752,Jake Rosholt,1982-02-09,185.42,187.96,ORT,4f2fcbefb668689d
2753,Jared Rosholt,1986-08-04,187.96,190.5,ORT,91ea901c458e95dd
2754,Kevin Rosier,2015-04-14,193.04,200.91,ORT,598a58db87b890ee
2755,Zach Rosol,1989-10-17,193.04,193.04,,208b6926916867c7
2756,Nick Rossborough,1981-11-18,195.58,200.66,,ff3a915256b899c0
2757,Kristian Rothaermel,1972-01-31,182.88,182.88,SWI,af49a6c491ca22a3
2758,Ben Rothwell,1981-10-17,193.04,198.12,ORT,bd58d34e39b7b12a
2759,Rick Roufus,1966-06-03,182.88,182.88,SOU,872b018076f831b0
2760,Khalil Rountree Jr.,1990-02-26,185.42,193.04,SOU,749f572d1d3161fb
2761,Ronda Rousey,1987-02-01,170.18,167.64,ORT,8bdac25ce0bb874d
2762,Ray Routh,,172.72,172.72,ORT,cba3a2dfbc06ce79
2763,Roberta Rovel,,172.72,172.72,,9d7fbf438766791f
2764,Philip Rowe,1990-07-18,190.5,203.2,ORT,8e382b585a92affe
2765,Kain Royer,1980-03-19,175.26,175.26,,712aa894b3a344df
2766,Brad Royster,,,,,09f8c233de88998d
2767,Brandon Royval,1992-08-16,175.26,172.72,SOU,6e15f63b6c2e2c15
2768,Jairzinho Rozenstruik,1988-03-17,193.04,198.12,ORT,2cd428e9606856fd
2769,Mauricio Rua,1981-11-25,185.42,193.04,ORT,140745cbbcb023ac
2770,Murilo Rua,1980-05-22,180.34,180.34,ORT,90e7447d8b7f3f35
2771,Marco Ruas,1961-01-23,185.42,185.42,ORT,597db668b01c442c
2772,Rodrigo Ruas,1977-10-06,177.8,177.8,ORT,94070f6544c4b2a5
2773,Rodolfo Rubio Perez,1987-01-29,165.1,167.64,ORT,c4731f43693b96b8
2774,Gabe Ruediger,1977-08-29,177.8,177.8,ORT,ccba80d4820ef557
2775,Eddie Ruiz,1967-06-10,170.18,170.18,ORT,7b9aa973e5c04624
2776,Anthony Ruiz,1977-11-03,187.96,200.66,ORT,657c21cb133f1445
2777,Paul Ruiz,1987-06-23,167.64,172.72,,babc0b19e89cec6e
2778,Mike Russow,1976-09-11,185.42,185.42,ORT,353de740bb6c7e75
2779,Bas Rutten,1965-02-24,185.42,185.42,ORT,03688dc3c3af3ac1
2780,Casey Ryan,1987-06-27,190.5,193.04,,5b1b383265433f51
2781,Alberto Uda,1984-08-08,190.5,195.58,ORT,8f2deefe8c5dfb5d
2782,Ryuki Ueyama,1976-04-17,180.34,180.34,SOU,bcd124bcd3d5be46
2783,Christian Uflacker,1985-08-04,180.34,180.34,,10ccf4ec9913cadc
2784,Andy Uhrich,1985-09-13,182.88,177.8,,4a1a492f299581d9
2785,Tagir Ulanbekov,1991-08-07,170.18,177.8,SOU,f00ac08ab056af5d
2786,Carlos Ulberg,1990-11-17,,,,9014c02eff8b3d62
2787,Gasan Umalatov,1982-09-11,180.34,180.34,ORT,7a39bbac8cc0fa70
2788,Jeremy Umphries,,,,,4793a2d90f5ab8ae
2789,Zach Underwood,,187.96,165.1,,1e310618d02ff93b
2790,Caol Uno,1975-05-08,170.18,177.8,SOU,eb1723480fa2f96c
2791,Kengo Ura,1981-06-20,175.26,175.26,,58258914525740a5
2792,Hector Urbina,1987-09-17,180.34,185.42,ORT,4b8fb0453a596b8e
2793,Elias Urbina,1993-10-09,190.5,195.58,SOU,47fcdcaccb58ca80
2794,Nick Urso,1985-09-26,167.64,167.64,SOU,e78c4c3d329c531b
2795,Yasuhiro Urushitani,1976-09-08,165.1,170.18,SOU,c34e5849184b08c3
2796,Kamaru Usman,1987-05-11,182.88,193.04,SWI,f1b2aa7853d1ed6e
2797,Darren Uyenoyama,1979-10-15,167.64,165.1,ORT,6546af7ab545b90c
2798,Rubens Xavier,1974-09-08,190.5,190.5,ORT,e6dac752a2418a88
2799,Richie Vaculik,1983-06-19,167.64,175.26,ORT,54578e5927adea53
2800,Egidijus Valavicius,1978-12-23,182.88,190.5,ORT,fc1868f56d3036eb
2801,Charlie Valencia,1974-10-31,160.02,162.56,ORT,8a0be41c0380188d
2802,Victor Valenzuela,,177.8,177.8,,de277a4abcfeea46
2803,Timur Valiev,1990-01-19,167.64,170.18,ORT,45e738622ea2c02c
2804,Victor Valimaki,1981-12-17,182.88,182.88,ORT,663b76da637402c3
2805,Andrew Valladerez,1987-06-28,167.64,167.64,,2a898bf9fb7710b3
2806,Isaac Vallie-Flagg,1978-04-08,172.72,177.8,ORT,c295de4e10acd4c9
2807,Mike van Arsdale,1965-06-20,187.96,187.96,SWI,2ee09ec2a0695eb9
2808,Matt Van Buren,1986-06-12,195.58,194.31,,7b39035fae7268b8
2809,Brianna Van Buren,1993-08-04,152.4,157.48,SOU,b53c46f613f6f248
2810,Ron van Clief,1943-01-25,177.8,177.8,ORT,23ab42947c1990e3
2811,Lloyd Van Dams,1972-03-05,185.42,185.42,SOU,02177caefe7c07d4
2812,Chad Vance,,182.88,182.88,ORT,26d61e92a6069cd2
2813,Jared Vanderaa,1992-05-12,193.04,210.82,,2b68d9f125d07b42
2814,Austin Vanderford,1990-03-21,180.34,187.96,ORT,32c3ee378671a5d9
2815,Lando Vannata,1992-03-14,175.26,180.34,ORT,f9b200db02b488d9
2816,Paige VanZant,1994-03-26,162.56,165.1,ORT,4d5197f331c47290
2817,Paul Varelans,1969-09-17,203.2,203.2,ORT,07a18ae55dfc3cd9
2818,Kazula Vargas,1985-08-15,172.72,180.34,SOU,ec18eb918121787c
2819,Jamie Varner,1984-10-12,172.72,180.34,ORT,a54fc2d6fc224dc3
2820,Guilherme Vasconcelos,1986-03-23,182.88,187.96,ORT,d6d5da3c209884bc
2821,Linton Vassell,1983-06-03,193.04,208.28,,a148dfe3485be79d
2822,Billy Vaughan,1983-12-02,167.64,167.64,,61428ed51f5ff465
2823,Yuri Vaulin,1963-09-13,193.04,193.04,SOU,4679a38cced7c64a
2824,Javier Vazquez,1977-07-16,170.18,175.26,SOU,be5cfd73617a5b1a
2825,Manny Vazquez,1993-11-19,177.8,182.88,ORT,8d4d25fd9218860b
2826,Matt Veach,1981-05-31,180.34,180.34,ORT,5731cc327790b731
2827,Joe Vedepo,1983-01-01,182.88,187.96,ORT,d35c3ed553b71fa2
2828,Kelly Velasco,1995-05-21,175.26,175.26,ORT,93c9897f0f9f5dab
2829,Cain Velasquez,1982-07-28,185.42,195.58,ORT,0ff11cc094e887bc
2830,David Velasquez,,165.1,165.1,ORT,09c44b317c98bf96
2831,Bojan Velickovic,1988-12-18,182.88,193.04,SOU,fcce75a25c14a804
2832,Karlos Vemola,1985-07-03,182.88,190.5,ORT,d23ccf4a6c221284
2833,Luigi Vendramini,1996-01-16,172.72,185.42,ORT,2f1a257d6777096d
2834,Jerrel Venetiaan,1971-03-09,185.42,185.42,ORT,602bb270f2bdbf02
2835,Scott Ventimiglia,1972-11-17,180.34,180.34,,6e62bb64f7cc5026
2836,Brandon Vera,1977-10-10,190.5,198.12,ORT,fa315e6c77eee106
2837,Kerry Vera,,170.18,170.18,ORT,df0a1c1e11ad199b
2838,Marlon Vera,1992-12-02,172.72,177.8,SWI,7c7332319c14094c
2839,Ernie Verdicia,,180.34,180.34,ORT,2b1587a3376ab743
2840,Joe Veres,1977-11-09,170.18,170.18,ORT,c6d8ae3b016d5ad5
2841,Renato Verissimo,1973-08-03,185.42,185.42,ORT,c24b1db4b809d41b
2842,Bryan Vetell,1977-07-26,190.5,190.5,SOU,13a0fb8fbdafb54f
2843,Marvin Vettori,1993-09-20,182.88,187.96,SOU,7acbb0972e75281a
2844,Hugo Viana,1982-09-26,167.64,170.18,ORT,f95381efb3051d81
2845,Guilherme Viana,1986-05-13,193.04,198.12,,393b8e03fb410a78
2846,Polyana Viana,1992-06-14,165.1,170.18,ORT,9673a497a9da119a
2847,Vitor Vianna,,180.34,180.34,ORT,744f50016c39c26c
2848,James Vick,1987-02-23,190.5,193.04,ORT,6256b2b1562cb8e1
2849,Milton Vieira,1978-10-04,182.88,182.88,ORT,7cf20446453f852b
2850,Reginaldo Vieira,1982-11-26,170.18,165.1,ORT,f9081770e28ea2e1
2851,Ketlen Vieira,1991-08-26,172.72,172.72,ORT,b9706f80d005036c
2852,Rodolfo Vieira,1989-09-25,182.88,185.42,ORT,260e9e0d4954aea6
2853,Steve Vigneault,1978-02-14,177.8,177.8,ORT,6888e31ce88f5b17
2854,Alejandro Villalobos,1979-10-26,170.18,170.18,,2e88f2030d8a928a
2855,DeMarco Villalona,1986-09-27,175.26,175.26,,0275e33febc2818c
2856,Gian Villante,1985-08-18,190.5,193.04,ORT,fcd448a2fe1a23cc
2857,Ike Villanueva,1984-04-04,185.42,185.42,ORT,f9d0cae37dabfafc
2858,Ruben Villareal,1970-05-01,193.04,193.04,ORT,39f68882def7a507
2859,Armando Villarreal,1989-08-08,170.18,167.64,SOU,454c1f0b638972ab
2860,Pablo Villaseca,1987-01-26,170.18,175.26,,34f93dfbd43b2144
2861,Joey Villasenor,1975-10-17,182.88,182.88,ORT,15515e797aedc137
2862,Danillo Villefort,1983-05-08,185.42,191.77,ORT,fd87b1bbfcde9d5e
2863,Yuri Villefort,1991-03-23,182.88,185.42,ORT,0fb1e2694a39a02f
2864,Marcos Vinicius,1979-12-05,175.26,177.8,ORT,e363b21261814830
2865,Brandon Visher,1984-05-06,167.64,172.72,ORT,7c4ec656d8fcb867
2866,Falaniko Vitale,1974-07-14,177.8,182.88,ORT,445a98acb8985970
2867,Bobby Voelker,1979-04-26,182.88,187.96,ORT,fb8a3025ae722e64
2868,Alexander Volkanovski,1988-09-29,167.64,180.34,ORT,e1248941344b3288
2869,Jacob Volkmann,1980-09-05,175.26,180.34,SOU,6f81b6de2557739a
2870,Alexander Volkov,1988-10-24,200.66,203.2,ORT,279566840aa55bf2
2871,Jason Von Flue,1975-08-01,182.88,182.88,ORT,c4b9296214f4c09c
2872,Milco Voorn,,,,ORT,277ffed20cf07aea
2873,Mark Vorgeas,,177.8,175.26,,ef0344ed552d8a22
2874,Igor Vovchanchyn,1973-08-06,172.72,172.72,ORT,7929be8290289a47
2875,Luke Zachrich,1981-12-19,187.96,187.96,ORT,2284092f8b63273b
2876,Anton Zafir,1987-05-10,180.34,182.88,ORT,8c822811eedc11ad
2877,Aiemann Zahabi,1987-11-19,172.72,172.72,ORT,24656ef4d605c96f
2878,Joao Zaiden,1993-03-16,,,,6b614bda982f5214
2879,Youssef Zalal,1996-09-04,177.8,182.88,SWI,52c2ae6d2f2d2613
2880,Elizeu Zaleski dos Santos,1986-12-11,180.34,185.42,ORT,8adcbd525fab8d9b
2881,Zach Zane,1989-12-14,170.18,175.26,SOU,cc3878d1ab41a5fa
2882,Roger Zapata,1986-05-09,180.34,187.96,SOU,fe5ca7ef93c3f6a7
2883,Marius Zaromskis,1980-07-30,175.26,175.26,ORT,abcf7e55a0a9ed89
2884,David Zawada,1990-08-01,182.88,190.5,ORT,3bb2dc8e87b10a46
2885,Joao Zeferino,1986-01-15,180.34,185.42,ORT,be4076c9e8d791e3
2886,Craig Zellner,1976-09-09,187.96,187.96,ORT,3794e5e0bb0defb6
2887,Roman Zentsov,1973-09-10,185.42,185.42,ORT,3144121470023e9a
2888,Carlos Zevallos,1978-09-05,182.88,189.23,ORT,cbf69fa846c7e3ee
2889,Zhang Tiequan,1978-07-25,172.72,175.26,ORT,c23e3d4875340d8d
2890,Zhang Lipeng,1990-03-10,180.34,180.34,SOU,7b310409440c9102
2891,Zhang Weili,1989-08-13,162.56,160.02,SWI,1ebe20ebbfa15e29
2892,Yao Zhikui,1991-02-07,165.1,162.56,ORT,5ea918ea81b7dee2
2893,Zhalgas Zhumagulov,1988-08-29,162.56,167.64,SWI,55fa6ce3e522c8bb
2894,Fares Ziam,1997-03-21,185.42,190.5,ORT,1e4f273069fb9e85
2895,Mike Zichelle,,177.8,190.5,,6d3398b910461f2f
2896,James Zikic,1977-03-01,187.96,187.96,ORT,4b4fc3ddc307bc73
2897,Errol Zimmerman,1986-04-20,190.5,190.5,ORT,0aa74d04c196800c
2898,Cat Zingano,1982-07-01,167.64,172.72,SOU,3ecd936bd8814108
2899,Igor Zinoviev,1966-05-23,185.42,185.42,ORT,108afe61a26bcbf4
2900,Dave Zitanick,1980-03-05,,,,be124bdd60fab7d5
2901,Alex Zuniga,,,,,02d808afb96669de
2902,George Zuniga,,175.26,185.42,,1291dd6b8ab4d952
2903,Allan Zuniga,1992-04-04,170.18,177.8,ORT,523af801b3429015
2904,Virgil Zwicker,1982-06-26,187.96,187.96,,0c277f3ff66b0208
2905,Osamu Tachihikari,1963-09-12,195.58,195.58,ORT,e7bc606d269896aa
2906,Amber Tackett,1987-02-06,162.56,152.4,,bb01bc3c57f39b04
2907,Eugenio Tadeu,,172.72,172.72,ORT,f70144caea5c4c80
2908,Justin Tafa,1993-12-13,182.88,187.96,SOU,e13abac8089a801a
2909,Khalid Taha,1992-02-15,165.1,175.26,ORT,b4537562f88ac582
2910,Joe Taimanglo,1984-06-27,162.56,165.1,,9bf126927843e184
2911,Mairbek Taisumov,1988-08-08,175.26,185.42,ORT,8f5c8850b2484173
2912,Nobuhiko Takada,1962-04-12,182.88,182.88,SOU,a25b71fe5e31fa97
2913,Yoshiki Takahashi,1969-03-13,180.34,180.34,SOU,6420efac0578988b
2914,Yoko Takahashi,1973-04-20,172.72,172.72,,01f86e2d604e2f3c
2915,Daiju Takase,1978-04-20,182.88,182.88,SOU,4f74c8be51db8a37
2916,Hiroyuki Takaya,1977-06-10,167.64,167.64,ORT,0d16bdb7d32e88e9
2917,Yoshihiro Takayama,1968-09-19,195.58,195.58,ORT,d856a0080ac09ed7
2918,Makoto Takimoto,1979-12-08,170.18,170.18,SOU,a7724f51e32e763e
2919,Oleg Taktarov,1967-08-26,182.88,182.88,ORT,1dc56b59cb28425d
2920,Nordine Taleb,1981-06-10,185.42,187.96,ORT,49858bf46dabf6fb
2921,Tsuyoshi Tamakairiki,,182.88,182.88,ORT,eaa0a728cc91ef60
2922,Eli Tamez,1985-08-22,170.18,173.99,,bfd4d50591033a1f
2923,Kiyoshi Tamura,1969-12-17,180.34,180.34,SOU,30e8b4505f5ccf92
2924,Akitoshi Tamura,1980-05-31,175.26,177.8,ORT,c95fbc085e17a532
2925,Issei Tamura,1984-03-12,165.1,160.02,ORT,57bf89d42364d39e
2926,Jason Tan,1981-12-17,177.8,177.8,ORT,ad3041e61896b975
2927,Akihito Tanaka,1983-03-09,185.42,185.42,SOU,1bf49bf829964144
2928,Michinori Tanaka,1990-10-04,165.1,170.18,ORT,64788ee44b062ded
2929,Evan Tanner,1971-02-11,182.88,187.96,ORT,8f2d9ee27f206f1f
2930,Manny Tapia,1981-03-14,165.1,170.18,ORT,0eec866a077889f0
2931,Gary Tapusoa,1979-09-02,170.18,177.8,,37ac9e0f4fc86171
2932,Miesha Tate,1986-08-18,167.64,167.64,ORT,b96619b3acd7d9da
2933,Deividas Taurosevicius,1977-08-28,175.26,172.72,SOU,ef927e4fe2117ab8
2934,Thiago Tavares,1984-11-08,170.18,177.8,ORT,8a59d346dc976a10
2935,Jeremy Tavares,,,,,681d07e328798ec0
2936,Brad Tavares,1987-12-21,185.42,187.96,ORT,0c6d9ea8306c029e
2937,Paul Taylor,1979-12-15,182.88,182.88,ORT,9b74de674c355425
2938,Jesse Taylor,1983-01-02,182.88,185.42,ORT,dd992d569aaebee6
2939,Torrance Taylor,1987-10-11,170.18,170.18,,88e53ec16b801740
2940,Louis Taylor,1979-05-12,180.34,187.96,ORT,49bddfee9ed54cf3
2941,Anthony Taylor,1989-06-23,170.18,168.91,,637a4d8825464c62
2942,Danielle Taylor,1989-10-25,152.4,152.4,ORT,b76c6268dc1d3c05
2943,J.T Taylor,,177.8,177.8,,17c6e35e4da505b0
2944,James Te Huna,1981-09-29,187.96,190.5,ORT,f5431394fb284bb9
2945,Shawn Teed,1992-02-13,195.58,200.66,ORT,5bb70ebd65075c5c
2946,Glover Teixeira,1979-10-28,187.96,193.04,ORT,7ff97850e8c32bda
2947,John Teixeira,1986-11-18,170.18,175.26,ORT,86061eaba822bfea
2948,Ewerton Teixeira,1982-02-13,185.42,185.42,,de9e331b3e6bae70
2949,Tra Telligman,1965-02-07,187.96,187.96,ORT,1dab0d1d81dd06db
2950,Taneisha Tennant,1989-06-15,170.18,177.8,ORT,87911d22a79d3203
2951,Herman Terrado,1989-09-27,175.26,175.26,,61d6368013f8637f
2952,Dave Terrel,1978-05-10,172.72,172.72,SOU,b9aa0024f295609e
2953,David Terrell,1978-01-09,185.42,185.42,SOU,4123fd4dcc1fe937
2954,James Terry,1981-03-16,177.8,180.34,ORT,5befa793316d3469
2955,Jeff Terry,,187.96,187.96,,60f86c449cd31e23
2956,David Teymur,1989-05-01,175.26,185.42,SOU,2747c60e42d9d75f
2957,Daniel Teymur,1988-02-03,165.1,175.26,ORT,fbf0537e420e698e
2958,Motonobu Tezuka,1987-08-29,170.18,167.64,SOU,d34636a85f0f4c90
2959,Jason Thacker,1975-08-18,177.8,177.8,ORT,f0264252e191da22
2960,Brandon Thatch,1985-07-11,187.96,187.96,SWI,638cfec7ec559d6e
2961,Elias Theodorou,1988-05-31,185.42,190.5,ORT,34f88592c0ab7a54
2962,Nik Theotikos,,,,ORT,ca936c67687789e9
2963,Paulo Thiago,1981-01-25,180.34,187.96,ORT,30a09e43f15f1d75
2964,Din Thomas,1976-09-28,175.26,190.5,ORT,40a604761ca7d64d
2965,Ryan Thomas,1984-11-05,182.88,191.77,ORT,b732b326c362fb62
2966,Noah Thomas,1981-03-27,175.26,175.26,ORT,319c15b8aac5bfde
2967,Joel Thomas,,177.8,177.8,,2b33e57c4d0a4502
2968,Treston Thomison,,172.72,170.18,,ed5f04f833459877
2969,Nick Thompson,1981-06-23,185.42,187.96,ORT,7d3caf0f96f1b33d
2970,James Thompson,1978-12-16,195.58,195.58,ORT,9e30f69cc0869301
2971,Oli Thompson,1980-01-02,185.42,190.5,ORT,dcdd511ff757f15c
2972,Stephen Thompson,1983-02-11,182.88,190.5,ORT,4a28cb716c19157a
2973,Josh Thomson,1978-09-21,177.8,180.34,ORT,a566371ba2ad7152
2974,Simeon Thoresen,1984-03-14,185.42,200.66,ORT,fea8acf9bfcf09ec
2975,Josh Thornburg,1984-05-24,182.88,180.34,,083e15da67d9b0fa
2976,Gleison Tibau,1983-10-07,177.8,180.34,SOU,75e5fec9f72910ef
2977,Chris Tickle,1982-02-01,175.26,177.8,,1d1b85389a05df69
2978,Nolan Ticman,1988-05-17,167.64,175.26,ORT,9eb069062a0cfc13
2979,Darren Till,1992-12-24,182.88,187.96,SOU,9ce6d5a03af801b7
2980,Brett Tillis,,,,,7b461ccae8270207
2981,Ryan Tobar,,177.8,177.8,,57481f1f10530c61
2982,Andrew Todhunter,1987-11-30,182.88,182.88,SWI,274ca7b799b402cc
2983,Dusko Todorovic,1994-05-19,185.42,187.96,ORT,866fd7b1a6c90e7f
2984,Hideo Tokoro,1977-08-22,170.18,170.18,ORT,2d5fbe2103f97053
2985,Anatoly Tokov,1990-02-17,177.8,185.42,,679ae8c4fd022c6b
2986,Kazuki Tokudome,1987-03-04,180.34,185.42,SOU,c4af2feb4b58bc3b
2987,Tyler Toner,1983-03-31,172.72,177.8,ORT,8e893f269d5696b2
2988,James Toney,1968-08-24,175.26,182.88,ORT,d10b35152277cf98
2989,Masanori Tonooka,,172.72,172.72,ORT,9de7c97e1c0d7927
2990,Carl Toomey,,,,,5ee87e0432205755
2991,Ilia Topuria,1997-01-21,170.18,175.26,ORT,54f64b5e283b0ce7
2992,Anthony Torres,1978-07-31,172.72,172.72,ORT,918d9d89d4d52acc
2993,Miguel Torres,1981-01-18,175.26,193.04,ORT,33b2f68ef95252e0
2994,Ronys Torres,1975-08-13,170.18,170.18,ORT,cce79e827569f26e
2995,Haven Torres,,175.26,175.26,,1ff10dee2f7ae60c
2996,Tecia Torres,1989-08-16,154.94,152.4,ORT,31ef8b67e13495b3
2997,Alex Torres,1988-05-29,177.8,177.8,ORT,e4e0f310b3cf23a8
2998,Abram Torres,1982-10-29,177.8,177.8,,e175a261a280f7cb
2999,Jose Torres,1992-08-02,162.56,165.1,ORT,d2036f31c035e0d1
3000,Desmond Torres,1997-01-06,167.64,175.26,ORT,971aebf56267de20
3001,Salim Touahri,1989-09-28,177.8,182.88,ORT,cbf1c7ba5408a66f
3002,Dequan Townsend,1986-05-11,190.5,200.66,ORT,3f7dab21b6c971bc
3003,Minoru Toyonaga,1978-06-12,180.34,180.34,SOU,04076783ca83d6ae
3004,Roberto Traven,1968-09-16,190.5,190.5,ORT,20ec0061400178ca
3005,Bryan Travers,1983-04-11,177.8,175.26,,008cf84faae9c7a5
3006,Alexander Trevino,,182.88,182.88,,73abb7a5c57fb443
3007,Francisco Trevino,1981-12-17,175.26,177.8,ORT,97a6bbe6e6566a94
3008,Angelo Trevino,1993-06-10,180.34,187.96,SWI,0cf9f5518d6063bb
3009,Frank Trigg,1972-05-07,175.26,180.34,SOU,d2d37e8eeb3abc8d
3010,Francisco Trinaldo,1978-08-24,175.26,177.8,SOU,a8283a4f415e1eb9
3011,Damien Trites,1979-08-23,180.34,180.34,,cb1c09c8126dbee0
3012,Michael Trizano,1991-12-31,180.34,180.34,ORT,5bf31a46becc1204
3013,Antonio Trocoli,1990-12-06,195.58,208.28,ORT,6d48a2df51749d91
3014,Tor Troeng,1983-01-25,187.96,195.58,ORT,8abf70f79e9e27c2
3015,Aaron Trujillo,,165.1,165.1,,cc18abc046b382c9
3016,Reynaldo Trujillo,1982-01-01,175.26,175.26,,e6b233a007cb06c4
3017,Abel Trujillo,1983-09-18,172.72,177.8,ORT,e14b5aa06eea9653
3018,Arman Tsarukyan,1996-10-11,170.18,182.88,ORT,eae48ff31db420c2
3019,Chris Tuchscherer,1975-09-08,187.96,193.04,ORT,df05aa15b2d66f57
3020,Jon Tuck,1984-08-28,180.34,185.42,ORT,53ec9cb470e1a4ea
3021,Gavin Tucker,1986-06-17,167.64,167.64,SOU,da816417a579a0bd
3022,Jumabieke Tuerxun,1986-04-17,170.18,170.18,ORT,1ed32eaaba9ffe10
3023,Tom Tuggle,,187.96,187.96,ORT,b9aa7d230865b5fe
